"partID","prolificID","ExpID","WrittenLesson","DBTIME"
"600f79e3bdb58217241ab92d","600f79e3bdb58217241ab92d","TEACH_RL_TEACHER_NoReversal","In all honesty i could not figure out any concrete strategy.

I focused on remembering the 10 point shapes both positive and negative. This worked for the most part however occasionally they would not have the same value as previously.

make sure to avoid the negative 10s and always click the positive 10s any 0s or 1s have a negligible impact in the gran scheme of things.

There may be a pattern to do with what shapes are next to others but I did not figure this out.

Good Luck!","15:33:12"
"5c43750c26217400018c1d69","5c43750c26217400018c1d69","TEACH_RL_TEACHER_NoReversal","For the first few rounds its best to just guess as you don't know which shapes will have the most points. So until you start to figure out which ones will give you point just guess and try to click on different shapes each time to learn what points they give. ","15:36:01"
"63956692bbbcfadf1156c3a2","63956692bbbcfadf1156c3a2","TEACH_RL_TEACHER_NoReversal","The game is simple,  click on one of the two symbols, left or right. After clicking the reward will display.
I do not think the symbols are relevant to the rewards, the same symbol will appear with different rewards. 
I tried to discern a pattern in the rewards, to see  if there was a sequence which would let me predict where the greatest reward was. ","15:39:42"
"5e1f075fdbc6702388d86951","5e1f075fdbc6702388d86951","TEACH_RL_TEACHER_NoReversal","When faced with a choice between purple and green, choose purple. 

When faced with a choice between black and orange, choose black. 

When faced with a choice between a vomit green colour and a brighter green, pick the vomit green. 

When faced with a choice between light orange and blue, pick the orange. 

Purple and vibrant green seem to be the most valuable. 

Good luck!","15:41:31"
"5cc9c62a55b70600013702d3","5cc9c62a55b70600013702d3","TEACH_RL_TEACHER_NoReversal","In this task you will be presented with two different symbols. It’s your choice which symbol you select in each selection of the 2. These 2 symbols will equal a different amount of points that will be added and subtracted to give you a final sum. The best way to succeed in this task is to remember the value that each symbol presents, and always try to pick the symbol with the higher point value. This will become more familiar the further into the task you get so try a few trial and error first and then try to remember the highest value symbols first ","15:44:08"
"60d336825533aacd73bb3131","60d336825533aacd73bb3131","TEACH_RL_TEACHER_NoReversal","This is a task that you need to think about.
Don't over think, just click the pictures.
Each picture represents a different price.
Not all prices are the same. Don't get fixated on the pictures, this game is interesting and makes you think
Concentrate and don't be distracted ","15:45:11"
"5ceafa32a20e6000160c5e74","5ceafa32a20e6000160c5e74","TEACH_RL_TEACHER_NoReversal","You will have to choose between two symbols. Either symbol may add or take away from your overall total points. They are different in colour and shape.

To determine the symbol that will leave me with the most points, I tried a couple of different strategies. To start, I attempted to find patterns in the shapes. This did not prove to be too successful. Instead, I focused on colours and found patterns and commonalities in what the colours meant. For example, I selected mostly cold colours and soon learned that this was a positive way to proceed. Some sets did not align with this tactic, for example, when one shape was black and the other was light pink. In this scenario, I learned that the light pink shape always yielded more points so noted this and proceeded accordingly. It is recommended that you try to establish patters with the colours.","15:47:08"
"5922fd354d88c800013cb29b","5922fd354d88c800013cb29b","TEACH_RL_TEACHER_NoReversal","There seems to be a certain symbol to always click on, and one to avoid. One will nearly always give you +10p, and one will either give you 0 or -10p. The other symbols don't seem to matter too much, they are all either -1p, 0, or +1p. It is more important to find the high scoring shape and always click on it, and avoid the lowest scoring shape. The result is not always the same for each shape, so it is better to try and figure out which of the lesser shapes give + points more often.","15:50:15"
"57a36f499bd3d70001e5230e","57a36f499bd3d70001e5230e","TEACH_RL_TEACHER_NoReversal","The process of the game is that you will choose between two symbols. Each symbol has a value which will either add or deduct points from your total, thus to get the best score you should try to remember which symbols give you the highest addition to your score. 

For your strategy, the first time you see each pair of symbols, you can choose at random, but try to pick an identifying feature of the symbol to help remember the value. This may be the colour, whether it looks like a known object, or something else. ","15:50:32"
"5fb7ede2a2e58b4413cadee4","5fb7ede2a2e58b4413cadee4","TEACH_RL_TEACHER_NoReversal","I was able to note that certain symbols mostly held the same value, this doesn't always follow and unfortunately I did not see a clear pattern to be able to help further.   Sometimes if the symbol was to the left rather than the right it would be of a different value.","15:51:12"
"5e7e846a89a21d55d5e77411","5e7e846a89a21d55d5e77411","TEACH_RL_TEACHER_NoReversal","The aim is to score as many points in exchange for money. points are earned through the game where you will be given the option to select between two shapes one being better than other in most rounds. make sure to observe which shapes offer positive points and which offer negative points as that will stay the same throughout time you play. one last thing ocasionally when 2 positive point shapes are paired one will likely give you 0 the other will give you 10 points and that may switch around throughout the time you play.","15:52:27"
"653b6dddcc1f60f17e2f7f0f","653b6dddcc1f60f17e2f7f0f","TEACH_RL_TEACHER_NoReversal","I found that the majority of positive points landed in the left hand side of the screen.
The purple box shaped like an upright acorn tends to usually give a positive value of 10p but this is not always the case.
There was no real pattern or way of calculating the shapes that I could conceive from the short sample test that I have partaken in.","15:53:19"
"5980f929f4be75000115b388","5980f929f4be75000115b388","TEACH_RL_TEACHER_NoReversal","At first this seems like there should be some pattern but this does not hold true.  The same combination of shapes does not always show the same values.  One set of shapes showed a +1p result but on the next question, the same shapes in the same colours showed 0p.  Likewise there are cases where shapes that showed a 0p result later showed a -10p result.

Absolute best advice is take a punt and go for a random option but keep an eye out for any patterns that I may have missed.

As far as I can tell there is no pattern or logic to this and some choices will be highly negative whether you choose left or right.

","15:54:12"
"5cb33df2f9357c00146a82d4","5cb33df2f9357c00146a82d4","TEACH_RL_TEACHER_NoReversal","I started by only clicking on the darker coloured shapes. This helped me establish, after a few clicks, which out of the pair would be best. There are patterns and the longer you play the more you'll recognise &quot;oh that one will always be 10p&quot; or that one is always -10p. Sometimes, a pair would go against the regular pattern but I would still stick with your initial workings out as there are very few anomalies and mainly the patterns are observed.","15:54:16"
"6346c4b13753efab830182aa","6346c4b13753efab830182aa","TEACH_RL_TEACHER_NoReversal","I don't think there's an early cheat code to this. I think you recycle through a couple of the examples first to work out what symbols are the 'better' of the two as they tend to come up in pairs. The amounts you get aren't always the same for each symbol or pair, and sometimes they come out as the same, but overall I believe certain ones of the pairs are better than the other.","15:54:50"
"601dc35630812d1cf694a9ba","601dc35630812d1cf694a9ba","TEACH_RL_TEACHER_NoReversal","you will see 3 symbols.
some are worth money, some are worth 0p and some lose you money.
the value they are worth can change.
i tried to focus on ensuring i remembered which symbols were losing money and then just always picking the other symbol. This tactic didnt always work but I feel I lost les money this way","15:55:17"
"5ecd37d310b7160629bdf790","5ecd37d310b7160629bdf790","TEACH_RL_TEACHER_NoReversal","For this game you will shown a series of two symbols. The symbols are worth different amount of points - 10, 1, 0, -1 and -10. I found that the symbols that were worth 10 points or 1 point usually stayed the same. Sometimes both symbols would be worth the same so it didn't matter which I picked. Occasionally the ones worth plus points were different, but I would say only once or twice. Once you see each symbol a couple of times, you should see a pattern of which are most likely to be worth points.","15:55:40"
"5996cafd0ed7ae000199171d","5996cafd0ed7ae000199171d","TEACH_RL_TEACHER_NoReversal","Study the shapes and colours and after the first few you'll get the picture of which shapes and colours are the higher point scorers.  It's a game of memory skill.  You will notice at some points a few anomalies but the pattern should be come clear in the long run.","15:55:40"
"5c4096cb4c67a0000183b529","5c4096cb4c67a0000183b529","TEACH_RL_TEACHER_NoReversal","You will be presented with two images. One image is muted or black. These images have a low saturation. 
The other image is brighter and more saturated. 
If you squint, one image will appear to stand out more than the other one. 
Choose the image that appears the brightest or more saturated. If you have a choice between black or any other image, do not choose black. ","15:56:03"
